-24,1
-22,1
-17,1
-18,1
-19,1
-14,1
-4,1
-1,1
7,1
17,1
26,1
27,1
26,1
45,1
63,1
89,1
99,1
84,1
50,1
7,1
-9,1
-23,1
-1,1
15,1
27,1
28,1
51,1
85,1
119,1
134,1
145,1
135,1
133,1
130,1
104,1
62,1
18,1
0,1
-1,1
24,1
47,1
85,1
106,1
119,1
111,1
92,1
84,1
85,1
82,1
68,1
46,1
23,1
7,1
-2,1
6,1
8,1
17,1
30,1
48,1
40,1
37,1
28,1
23,1
22,1
9,1
-1,1
-13,1
-22,1
-10,1
6,1
30,1
42,1
56,1
52,1
52,1
53,1
39,1
20,1
-10,1
-42,1
-75,1
-83,1
-62,1
-48,1
-28,1
-22,1
-5,1
-14,1
-12,1
-15,1
-5,1
-1,1
15,1
10,1
-7,1
-26,1
-29,1
-23,1
-35,1
-40,1
-39,1
-40,1
-13,1
3,1
20,1
9,1
-16,1
-47,1
-61,1
-53,1
-49,1
-50,1
-36,1
-17,1
-2,1
-5,1
-32,1
-59,1
-77,1
-81,1
-57,1
-33,1
-14,1
-22,1
-17,1
-32,1
-33,1
-32,1
-27,1
-31,1
-30,1
-19,1
-19,1
-24,1
-29,1
-34,1
-30,1
-19,1
-7,1
7,1
11,1
25,1
29,1
28,1
29,1
42,1
35,1
41,1
33,1
31,1
25,1
33,1
38,1
39,1
45,1
42,1
42,1
39,1
28,1
17,1
12,1
1,1
-5,1
-8,1
-5,1
-12,1
-8,1
2,1
22,1
33,1
46,1
36,1
31,1
33,1
37,1
45,1
33,1
20,1
-1,1
-19,1
-30,1
-29,1
-33,1
-29,1
-28,1
-21,1
-14,1
1,1
2,1
-4,1
-1,1
10,1
2,1
-13,1
-43,1
-63,1
-74,1
-63,1
-35,1
-12,1
24,1
35,1
50,1
57,1
65,1
75,1
73,1
73,1
78,1
84,1
74,1
64,1
59,1
52,1
52,1
58,1
45,1
20,1
0,1
-22,1
-27,1
-13,1
16,1
53,1
79,1
97,1
102,1
84,1
66,1
47,1
29,1
0,1
-16,1
-26,1
-28,1
-30,1
-21,1
-19,1
-11,1
10,1
19,1
15,1
-6,1
-19,1
-30,1
-40,1
-66,1
-96,1
-119,1
-123,1
-111,1
-104,1
-86,1
-55,1
-35,1
-29,1
-33,1
-30,1
-41,1
-52,1
-56,1
-69,1
-78,1
-86,1
-93,1
-96,1
-81,1
-48,1
-24,1
-2,1
-3,1
-1,1
-21,1
-20,1
-23,1
-22,1
-38,1
-48,1
-61,1
-55,1
-53,1
-25,1
-5,1
19,1
45,1
50,1
35,1
7,1
-24,1
-59,1
-79,1
-61,1
-52,1
-18,1
-1,1
4,1
14,1
17,1
52,1
72,1
94,1
94,1
91,1
59,1
10,1
-32,1
-53,1
-41,1
-1,1
38,1
48,1
46,1
40,1
37,1
51,1
56,1
80,1
90,1
104,1
109,1
102,1
84,1
72,1
73,1
51,1
28,1
7,1
-10,1
-25,1
-39,1
-35,1
-22,1
11,1
52,1
86,1
102,1
101,1
77,1
52,1
27,1
20,1
5,1
-6,1
-21,1
-42,1
-59,1
-68,1
-59,1
-41,1
-19,1
18,1
37,1
40,1
32,1
27,1
10,1
-11,1
-35,1
-64,1
-81,1
-90,1
-71,1
-48,1
-28,1
-14,1
-6,1
-2,1
11,1
17,1
14,1
14,1
7,1
3,1
-2,1
-15,1
-18,1
-28,1
-27,1
-12,1
-10,1
-12,1
-27,1
-33,1
-59,1
-77,1
-63,1
-30,1
-1,1
6,1
9,1
7,1
-12,1
-18,1
-35,1
-52,1
-69,1
-86,1
-100,1
-103,1
-97,1
-77,1
-60,1
-21,1
15,1
37,1
46,1
32,1
7,1
-28,1
-52,1
-71,1
-73,1
-67,1
-42,1
-13,1
9,1
35,1
37,1
54,1
69,1
92,1
96,1
86,1
77,1
63,1
42,1
13,1
-15,1
-32,1
-20,1
9,1
41,1
46,1
36,1
16,1
2,1
-13,1
-9,1
-11,1
-33,1
-64,1
-68,1
-49,1
-12,1
16,1
24,1
13,1
8,1
14,1
18,1
26,1
16,1
12,1
0,1
1,1
9,1
0,1
6,1
12,1
29,1
56,1
79,1
90,1
77,1
60,1
50,1
49,1
39,1
30,1
4,1
6,1
-12,1
-2,1
5,1
31,1
75,1
104,1
113,1
106,1
91,1
75,1
43,1
39,1
22,1
13,1
3,1
-3,1
12,1
31,1
50,1
52,1
44,1
40,1
52,1
52,1
58,1
49,1
20,1
-17,1
-38,1
-43,1
-43,1
-28,1
-5,1
19,1
48,1
74,1
91,1
83,1
68,1
59,1
42,1
24,1
-5,1
-25,1
-56,1
-51,1
-32,1
-18,1
-7,1
-8,1
-5,1
-6,1
5,1
21,1
26,1
31,1
39,1
46,1
46,1
48,1
48,1
54,1
46,1
54,1
43,1
38,1
18,1
-8,1
-27,1
-37,1
-8,1
11,1
41,1
43,1
41,1
36,1
33,1
41,1
35,1
17,1
15,1
22,1
30,1
33,1
12,1
-8,1
-24,1
-14,1
-3,1
-6,1
-9,1
-10,1
-16,1
5,1
2,1
10,1
1,1
-30,1
-32,1
-40,1
-30,1
-1,1
32,1
43,1
51,1
68,1
64,1
53,1
25,1
5,1
-24,1
-40,1
-41,1
-22,1
-4,1
34,1
55,1
61,1
65,1
37,1
6,1
-35,1
-59,1
-68,1
-71,1
-60,1
-41,1
-32,1
-25,1
-13,1
5,1
8,1
11,1
18,1
31,1
39,1
52,1
51,1
43,1
24,1
1,1
-2,1
0,1
-21,1
-42,1
-84,1
-83,1
-68,1
-63,1
-64,1
-54,1
-41,1
-41,1
-38,1
-45,1
-43,1
-33,1
-28,1
-22,1
-31,1
-34,1
-40,1
-32,1
-16,1
12,1
19,1
20,1
22,1
36,1
47,1
52,1
62,1
68,1
62,1
39,1
13,1
-26,1
-37,1
-48,1
-50,1
-71,1
-74,1
-78,1
-72,1
-64,1
-50,1
-42,1
-25,1
5,1
32,1
31,1
27,1
29,1
43,1
48,1
33,1
-10,1
-58,1
-73,1
-54,1
-61,1
-59,1
-56,1
-31,1
-15,1
-9,1
1,1
19,1
39,1
53,1
37,1
4,1
-30,1
-60,1
-75,1
-74,1
-76,1
-82,1
-99,1
-105,1
-85,1
-69,1
-36,1
0,1
40,1
55,1
71,1
53,1
44,1
21,1
-3,1
-21,1
-31,1
-17,1
-27,1
-28,1
-44,1
-27,1
2,1
19,1
26,1
17,1
6,1
-10,1
-21,1
-31,1
-44,1
-52,1
-68,1
-85,1
-92,1
-66,1
-37,1
7,1
51,1
70,1
73,1
56,1
30,1
-1,1
-30,1
-42,1
-62,1
-79,1
-94,1
-78,1
-52,1
-6,1
34,1
43,1
44,1
31,1
38,1
36,1
38,1
41,1
32,1
14,1
-9,1
-21,1
-34,1
-23,1
1,1
28,1
47,1
49,1
38,1
15,1
-1,1
8,1
3,1
2,1
-8,1
-18,1
-31,1
-41,1
-37,1
-18,1
7,1
33,1
48,1
44,1
39,1
46,1
57,1
72,1
88,1
86,1
77,1
70,1
69,1
76,1
83,1
92,1
72,1
46,1
4,1
-17,1
-41,1
-44,1
-20,1
7,1
28,1
43,1
52,1
47,1
55,1
62,1
59,1
55,1
45,1
47,1
44,1
38,1
28,1
9,1
-24,1
-46,1
-53,1
-53,1
-45,1
-29,1
-3,1
19,1
39,1
53,1
41,1
27,1
-3,1
-35,1
-64,1
-92,1
-111,1
-138,1
-144,1
-132,1
-114,1
-93,1
-69,1
-36,1
-15,1
-9,1
-14,1
-18,1
-31,1
-38,1
-47,1
-60,1
-54,1
-45,1
-41,1
-54,1
-66,1
-67,1
-68,1
-60,1
-40,1
-23,1
-16,1
-3,1
-3,1
5,1
15,1
41,1
48,1
52,1
42,1
29,1
11,1
-7,1
-7,1
-16,1
-28,1
-32,1
-38,1
-36,1
-21,1
0,1
12,1
34,1
45,1
37,1
4,1
-30,1
-52,1
-86,1
-106,1
-125,1
-119,1
-115,1
-97,1
-81,1
-64,1
-32,1
4,1
20,1
18,1
17,1
19,1
17,1
25,1
36,1
48,1
48,1
38,1
31,1
25,1
39,1
63,1
75,1
81,1
93,1
80,1
89,1
90,1
111,1
110,1
96,1
84,1
74,1
71,1
65,1
59,1
49,1
39,1
47,1
52,1
48,1
43,1
28,1
36,1
55,1
86,1
94,1
86,1
60,1
50,1
46,1
41,1
45,1
29,1
21,1
17,1
40,1
42,1
41,1
32,1
20,1
25,1
45,1
73,1
79,1
69,1
43,1
9,1
-2,1
-15,1
-6,1
-20,1
-33,1
-37,1
-31,1
-8,1
20,1
50,1
46,1
46,1
32,1
28,1
10,1
-16,1
-47,1
-62,1
-76,1
-69,1
-59,1
-42,1
-12,1
-1,1
-1,1
-16,1
-14,1
-9,1
1,1
-8,1
-23,1
-33,1
-18,1
4,1
-3,1
-25,1
-44,1
-52,1
-63,1
-66,1
-57,1
-37,1
-18,1
8,1
6,1
4,1
-6,1
-6,1
-11,1
-5,1
0,1
22,1
36,1
46,1
55,1
47,1
32,1
11,1
-4,1
-12,1
-5,1
29,1
57,1
66,1
88,1
82,1
89,1
86,1
94,1
78,1
64,1
38,1
15,1
8,1
2,1
9,1
3,1
-4,1
-1,1
-9,1
-8,1
2,1
7,1
11,1
14,1
21,1
24,1
37,1
35,1
27,1
25,1
33,1
57,1
69,1
62,1
52,1
42,1
25,1
12,1
19,1
24,1
25,1
32,1
29,1
29,1
15,1
-2,1
-13,1
-6,1
17,1
41,1
52,1
59,1
74,1
69,1
85,1
88,1
84,1
68,1
57,1
52,1
57,1
64,1
82,1
93,1
89,1
78,1
69,1
55,1
55,1
55,1
59,1
54,1
50,1
37,1
52,1
61,1
86,1
78,1
59,1
39,1
34,1
13,1
-1,1
-18,1
-13,1
-13,1
3,1
10,1
21,1
13,1
11,1
16,1
21,1
33,1
22,1
2,1
-33,1
-68,1
-104,1
-111,1
-91,1
-63,1
-40,1
-26,1
-22,1
-17,1
-11,1
-4,1
-1,1
-11,1
-15,1
-13,1
-29,1
-54,1
-60,1
-75,1
-73,1
-88,1
-77,1
-64,1
-33,1
5,1
19,1
17,1
0,1
-10,1
-19,1
-23,1
-30,1
-20,1
-25,1
-15,1
-22,1
-20,1
-19,1
-6,1
8,1
10,1
22,1
31,1
35,1
31,1
24,1
15,1
23,1
42,1
43,1
36,1
18,1
16,1
2,1
4,1
9,1
24,1
21,1
10,1
-1,1
-8,1
1,1
21,1
43,1
40,1
42,1
33,1
29,1
23,1
8,1
-4,1
-31,1
-38,1
-23,1
-20,1
-3,1
5,1
11,1
15,1
15,1
21,1
22,1
20,1
29,1
27,1
7,1
-16,1
-36,1
-61,1
-66,1
-56,1
-45,1
-36,1
-29,1
-25,1
-27,1
-30,1
-13,1
17,1
42,1
56,1
48,1
13,1
-6,1
-7,1
7,1
15,1
16,1
6,1
-16,1
-17,1
-14,1
-11,1
-20,1
-10,1
-10,1
-17,1
-19,1
-2,1
17,1
12,1
15,1
11,1
-2,1
-6,1
-15,1
-11,1
-1,1
18,1
24,1
22,1
18,1
18,1
12,1
10,1
7,1
-6,1
-40,1
-74,1
-89,1
-103,1
-107,1
-102,1
-96,1
-81,1
-57,1
-23,1
-8,1
11,1
26,1
18,1
5,1
-20,1
-43,1
-78,1
-119,1
-133,1
-143,1
-136,1
-121,1
-121,1
-99,1
-87,1
-54,1
-49,1
-53,1
-53,1
-51,1
-46,1
-37,1
-38,1
-53,1
-68,1
-60,1
-56,1
-37,1
-39,1
-39,1
-50,1
-69,1
-51,1
-36,1
-20,1
-2,1
5,1
8,1
-5,1
-10,1
-17,1
-10,1
7,1
24,1
35,1
37,1
56,1
77,1
92,1
107,1
116,1
116,1
113,1
99,1
91,1
82,1
64,1
47,1
11,1
-10,1
-9,1
-21,1
-34,1
-33,1
-21,1
-5,1
-1,1
-8,1
-4,1
-7,1
3,1
-8,1
-30,1
-41,1
-43,1
-51,1
-54,1
-47,1
-40,1
-27,1
-20,1
-5,1
-11,1
-6,1
-7,1
0,1
-11,1
-6,1
-4,1
8,1
12,1
15,1
11,1
-13,1
-18,1
-20,1
-17,1
-19,1
-10,1
4,1
12,1
6,1
-7,1
-21,1
-24,1
-13,1
-2,1
-5,1
-4,1
-3,1
-1,1
5,1
12,1
17,1
42,1
56,1
54,1
30,1
-10,1
1,1
5,1
-2,1
-13,1
-21,1
-27,1
-25,1
-9,1
2,1
-12,1
-10,1
-1,1
17,1
48,1
63,1
64,1
57,1
51,1
37,1
32,1
32,1
24,1
20,1
11,1
17,1
12,1
1,1
11,1
34,1
51,1
51,1
41,1
28,1
27,1
22,1
18,1
8,1
-25,1
-25,1
-22,1
-25,1
-33,1
-33,1
-30,1
-18,1
-1,1
-3,1
-18,1
-43,1
-59,1
-64,1
-65,1
-67,1
-50,1
-43,1
-37,1
-46,1
-75,1
-84,1
-79,1
-54,1
-28,1
-14,1
-12,1
-25,1
-30,1
-34,1
-27,1
-13,1
1,1
13,1
-1,1
-13,1
-11,1
2,1
23,1
35,1
59,1
9,1
-35,1
-89,1
-93,1
-73,1
-57,1
-48,1
-46,1
-59,1
-64,1
-66,1
-51,1
-33,1
-27,1
-36,1
-61,1
-81,1
-106,1
-115,1
-95,1
-83,1
-73,1
-80,1
-75,1
-73,1
-63,1
-37,1
-16,1
5,1
15,1
21,1
5,1
-7,1
-10,1
-22,1
-21,1
-33,1
-36,1
-47,1
-52,1
-35,1
-15,1
8,1
34,1
25,1
-1,1
-38,1
-32,1
-23,1
-2,1
1,1
10,1
16,1
35,1
56,1
74,1
64,1
50,1
29,1
23,1
25,1
50,1
73,1
73,1
81,1
69,1
64,1
60,1
69,1
74,1
88,1
96,1
103,1
96,1
90,1
78,1
72,1
57,1
60,1
44,1
24,1
4,1
-7,1
-24,1
-41,1
-28,1
-21,1
-12,1
-11,1
-16,1
-15,1
-3,1
18,1
39,1
45,1
42,1
26,1
7,1
8,1
12,1
20,1
-4,1
-27,1
-41,1
-54,1
-50,1
-12,1
10,1
24,1
32,1
34,1
33,1
32,1
47,1
54,1
59,1
44,1
27,1
12,1
-2,1
1,1
6,1
4,1
-3,1
-7,1
-12,1
0,1
24,1
49,1
62,1
61,1
39,1
21,1
23,1
40,1
64,1
73,1
85,1
82,1
74,1
69,1
67,1
67,1
76,1
100,1
91,1
65,1
14,1
-13,1
-36,1
-40,1
-19,1
17,1
51,1
79,1
94,1
97,1
108,1
114,1
105,1
78,1
47,1
25,1
18,1
13,1
18,1
15,1
22,1
36,1
57,1
73,1
91,1
110,1
129,1
126,1
112,1
82,1
55,1
43,1
46,1
60,1
47,1
46,1
37,1
43,1
49,1
54,1
57,1
45,1
21,1
-6,1
-36,1
-49,1
-61,1
-52,1
-53,1
-33,1
-17,1
2,1
12,1
17,1
3,1
-11,1
-4,1
-13,1
-36,1
-61,1
-92,1
-108,1
-104,1
-104,1
-95,1
-106,1
-109,1
-89,1
-55,1
-7,1
35,1
44,1
29,1
0,1
-32,1
-61,1
-67,1
-55,1
-30,1
-12,1
7,1
2,1
-17,1
-27,1
-33,1
-39,1
-51,1
-61,1
-62,1
-71,1
-66,1
-42,1
-15,1
5,1
10,1
7,1
-6,1
-13,1
-15,1
-18,1
-7,1
4,1
11,1
11,1
12,1
7,1
10,1
16,1
30,1
39,1
54,1
54,1
75,1
53,1
30,1
9,1
-13,1
-20,1
-35,1
-45,1
-42,1
-26,1
20,1
52,1
69,1
73,1
68,1
51,1
27,1
-5,1
-40,1
-92,1
-135,1
-156,1
-164,1
-142,1
-101,1
-63,1
-22,1
11,1
30,1
46,1
44,1
37,1
16,1
-1,1
-17,1
-38,1
-57,1
-80,1
-75,1
-50,1
-15,1
18,1
40,1
44,1
42,1
26,1
19,1
20,1
30,1
22,1
-2,1
-26,1
-35,1
-23,1
-19,1
-4,1
-15,1
-11,1
-19,1
-14,1
-17,1
-41,1
-59,1
-68,1
-56,1
-31,1
-5,1
-5,1
-3,1
3,1
16,1
12,1
2,1
-15,1
-27,1
-39,1
-40,1
-56,1
-78,1
-84,1
-82,1
-73,1
-53,1
-17,1
26,1
51,1
58,1
59,1
47,1
35,1
32,1
27,1
28,1
23,1
25,1
21,1
35,1
54,1
73,1
70,1
61,1
44,1
29,1
13,1
-6,1
-21,1
